length,common_edges,common_nodes,common_edges_mean,common_nodes_mean
37858.12263529033,0.21,0.58,0.24221,0.5471500000000001
36849.55279048207,0.3,0.56,0.241615,0.54474
39275.745560599215,0.27,0.51,0.24319,0.5419
38520.59429227686,0.285,0.57,0.24416500000000002,0.54392
38832.90332138006,0.255,0.53,0.23749,0.54003
37456.0714346029,0.365,0.56,0.22934499999999997,0.5420799999999999
39861.987427951106,0.19,0.5,0.23907499999999998,0.53833
36169.178681412275,0.245,0.54,0.248675,0.5426300000000001
38937.6859892136,0.305,0.52,0.23658,0.5421800000000001
41037.435320207725,0.23,0.51,0.22538,0.5404500000000001
39120.009643827296,0.23,0.53,0.24384000000000003,0.5418599999999999
38276.81152672742,0.385,0.53,0.242615,0.5445099999999999
39428.93839559256,0.215,0.52,0.23432499999999998,0.53906
39014.61030898152,0.225,0.57,0.244385,0.5403799999999999
40317.455044358896,0.28,0.5,0.22977,0.53961
36704.59884460816,0.245,0.53,0.23929499999999998,0.54448
38498.526087354636,0.295,0.53,0.242145,0.54452
39016.63174868711,0.265,0.5,0.24565,0.5418
39898.32633913591,0.225,0.57,0.22920000000000001,0.5392
38954.20344663665,0.225,0.56,0.22365,0.54071
39123.07558246562,0.215,0.59,0.2351,0.5408099999999999
36943.89774994304,0.25,0.55,0.24276,0.54679
37795.41869188522,0.245,0.57,0.239415,0.54226
39904.28533635609,0.295,0.57,0.242585,0.5407000000000001
39771.91787206531,0.36,0.55,0.23765,0.5401500000000001
41631.74008570283,0.28,0.52,0.22473500000000002,0.53888
37557.77190382383,0.255,0.53,0.24622500000000003,0.5424800000000001
38967.20900223759,0.265,0.54,0.24273000000000003,0.53947
41414.174135783505,0.235,0.55,0.22360000000000002,0.54184
38124.71624289481,0.285,0.56,0.24073000000000003,0.54495
36272.104604715045,0.34,0.53,0.24803999999999998,0.54375
38495.70218194077,0.265,0.51,0.24412999999999999,0.54002
39070.18245020669,0.265,0.5,0.24251,0.53807
38818.206701757954,0.285,0.5,0.24366500000000002,0.54071
42423.2156010272,0.2,0.55,0.22373500000000002,0.54163
39211.44291812153,0.24,0.6,0.24384500000000003,0.5424500000000001
40441.112842496776,0.14,0.51,0.23847500000000002,0.54052
39037.08180523622,0.225,0.51,0.240045,0.5449100000000001
38536.78251793566,0.3,0.5,0.22748,0.54604
39410.39820039884,0.27,0.53,0.24069500000000002,0.53998
